id,original_language,popularity,release_date,title,vote_average,vote_count
570503,ko,17.296,28-08-2019,Tune in for Love,7.9,202
32085,en,8.933,01-10-1982,Vincent,7.9,732
31411,en,9.066,10-09-1928,The Cameraman,7.9,275
613868,pt,11.023,10-12-2019,Cousins,7.9,250
331482,en,30.132,25-12-2019,Little Women,7.9,5158
183011,en,20.179,30-07-2013,Justice League: The Flashpoint Paradox,7.9,1528
25364,en,9.847,29-06-1951,Ace in the Hole,7.9,522
679,en,41.504,18-07-1986,Aliens,7.9,8059
7984,en,13.48,12-12-1993,In the Name of the Father,7.9,1442
3870,it,12.285,01-09-1976,1900,7.9,521
2011,fr,14.461,27-06-2007,Persepolis,7.9,1617
508943,en,121.906,17-06-2021,Luca,7.9,6879
122906,en,33.871,04-09-2013,About Time,7.9,7228
118340,en,60.213,30-07-2014,Guardians of the Galaxy,7.9,25195
60243,fa,13.084,15-02-2011,A Separation,7.9,1417
505262,ja,67.982,03-08-2018,My Hero Academia: Two Heroes,7.9,814
615453,zh,15.763,26-07-2019,Ne Zha,7.9,308
47796,it,10.135,22-09-1962,Mamma Roma,7.9,323
194,fr,25.236,25-04-2001,Amélie,7.9,10101
296096,en,91.627,01-06-2016,Me Before You,7.9,10636
1402,en,31.021,14-12-2006,The Pursuit of Happyness,7.9,8590
752,en,38.539,23-02-2006,V for Vendetta,7.9,12735
369557,en,15.846,11-03-2016,Sing Street,7.9,1997
3112,en,12.768,26-08-1955,The Night of the Hunter,7.9,1246
949,en,37.242,15-12-1995,Heat,7.9,5883
31442,ru,13.081,09-05-1962,Ivan's Childhood,7.9,550
548544,pt,8.681,30-08-2019,Invisible Life,7.9,253
49964,fa,12.166,01-07-1987,Where Is My Friend's House?,7.9,239
804,en,17.46,26-08-1953,Roman Holiday,7.9,1651
406785,en,7.738,23-11-2016,Inner Workings,7.9,245
724495,en,4835.899,15-09-2022,The Woman King,7.9,552
56231,it,4.639,17-09-1971,The Working Class Goes to Heaven,7.9,290
1892,en,28.35,25-05-1983,Return of the Jedi,7.9,13524
579245,fr,9.869,23-10-2019,The Specials,7.9,736
210577,en,46.782,01-10-2014,Gone Girl,7.9,16410
86000,ko,10.635,20-10-2011,Always,7.9,231
726684,fr,91.296,15-05-2021,Miraculous World: Shanghai – The Legend of Ladydragon,7.9,488
13398,ja,16.762,29-12-2003,Tokyo Godfathers,7.9,930
16,en,12.718,30-06-2000,Dancer in the Dark,7.9,1478
631,en,9.755,04-11-1927,Sunrise: A Song of Two Humans,7.9,635
579792,es,9.885,24-01-2020,Cindy La Regia,7.9,222
313369,en,29.515,29-11-2016,La La Land,7.9,14696
22596,en,9.96,01-04-1923,Safety Last!,7.9,376
746957,es,12.384,02-10-2020,You've Got This,7.9,260
404378,en,19.998,04-11-2016,A Street Cat Named Bob,7.9,1162
379170,en,19.897,01-01-2016,Sherlock: The Abominable Bride,7.9,2067
23160,hu,8.544,12-07-2000,Werckmeister Harmonies,7.9,246
705861,en,61.123,03-06-2022,Hustle,7.9,1780
29455,sv,9.666,11-02-1963,Winter Light,7.9,340
11036,en,62.119,25-06-2004,The Notebook,7.9,9945
1394,ru,10.78,01-05-1983,Nostalgia,7.9,409
597,en,98.344,18-11-1997,Titanic,7.9,21844
180147,es,21.263,28-03-2013,We Are the Nobles,7.9,429
11830,ja,11.43,23-11-1985,Tampopo,7.9,258
391,it,19.587,18-01-1964,A Fistful of Dollars,7.9,3482
11293,en,9.87,09-05-1973,Paper Moon,7.9,555
827,fr,12.799,29-01-1955,Diabolique,7.9,754
393,en,30.562,16-04-2004,Kill Bill: Vol. 2,7.9,12181
301,en,21.097,17-03-1959,Rio Bravo,7.9,910
48035,da,9.904,09-01-1955,Ordet,7.9,284
3078,en,12.433,22-02-1934,It Happened One Night,7.9,975
381341,it,12.694,11-02-2016,Perfect Strangers,7.9,3973
833,it,9.998,20-01-1952,Umberto D.,7.9,532
275,en,18.462,08-03-1996,Fargo,7.9,6736
430424,fr,12.124,25-10-2017,See You Up There,7.9,1108
16390,en,14.258,07-04-2009,Scooby-Doo! and the Samurai Sword,7.9,214
266856,en,26.204,26-11-2014,The Theory of Everything,7.9,9636
779047,en,8.202,03-03-2021,Us Again,7.9,260
83564,en,8.542,10-02-2012,La luna,7.9,694
235,en,21.1,08-08-1986,Stand by Me,7.9,4807
10997,zh,14.713,01-01-1993,Farewell My Concubine,7.9,422
445030,ja,20.101,15-07-2017,No Game No Life: Zero,7.9,297
1675,fr,10.495,24-05-1973,Day for Night,7.9,501
5511,fr,11.696,25-10-1967,Le Samouraï,7.9,804
946,en,7.531,28-04-1948,Letter from an Unknown Woman,7.9,237
650031,da,20.522,28-10-2021,The Shadow in My Eye,7.9,327
152601,en,33.018,18-12-2013,Her,7.9,12578
20873,ru,8.575,02-02-1968,The Diamond Arm,7.9,220
12903,en,17.743,23-09-2008,Scooby-Doo! and the Goblin King,7.9,208
593,ru,14.355,20-03-1972,Solaris,7.9,1281
505192,ja,13.55,02-06-2018,Shoplifters,7.9,1663
399174,en,14.394,23-03-2018,Isle of Dogs,7.9,4082
503314,ja,31.241,14-12-2018,Dragon Ball Super: Broly,7.9,2482
10774,en,14.225,14-11-1976,Network,7.9,1371
93,en,10.518,01-07-1959,Anatomy of a Murder,7.9,762
766507,en,368.522,02-08-2022,Prey,7.9,4697
712454,fr,11.415,22-09-2021,The Summit of the Gods,7.9,239
564427,pt,5.883,27-12-2018,Minha Vida em Marte,7.9,267
398924,fr,8.465,18-01-2017,A Bag of Marbles,7.9,744
348892,hi,12.727,17-07-2015,Bajrangi Bhaijaan,7.9,381
934,fr,10.84,13-04-1955,Rififi,7.9,427
581,en,24.749,30-03-1990,Dances with Wolves,7.9,3533
546554,en,53.404,27-11-2019,Knives Out,7.9,9563
367412,en,8.304,18-01-2013,Whiplash,7.9,279
668461,en,873.986,09-11-2022,Slumberland,7.8,311
14574,en,58.419,07-05-2008,The Boy in the Striped Pyjamas,7.9,6106
453,en,32.034,11-12-2001,A Beautiful Mind,7.9,8893
33320,ja,16.125,14-09-2002,Millennium Actress,7.9,605
32480,it,6.372,23-12-1981,The Marquis of Grillo,7.9,402
756999,en,193.753,22-06-2022,The Black Phone,7.8,3157
2721,fr,10.975,26-02-1969,Z,7.8,346
22843,ja,27.153,26-06-2009,Evangelion: 2.0 You Can (Not) Advance,7.8,674
359156,it,6.884,08-09-2015,Don't Be Bad,7.8,833
317442,ja,92.205,06-12-2014,The Last: Naruto the Movie,7.8,1420
24238,en,13.011,09-02-2009,Mary and Max,7.8,1617
115,en,29.351,06-03-1998,The Big Lebowski,7.8,9716
265195,es,15.038,21-08-2014,Wild Tales,7.8,2804
71157,fr,11.018,06-10-2011,Polisse,7.8,1029
30588,en,11.583,26-09-1947,Monsieur Verdoux,7.8,326
25538,zh,14.504,20-09-2000,Yi Yi,7.8,399
16859,ja,41.822,29-07-1989,Kiki's Delivery Service,7.8,3209
16804,ja,11.369,13-09-2008,Departures,7.8,667
596,en,14.567,15-03-1940,The Grapes of Wrath,7.8,776
51482,ja,27.174,31-08-2007,Death Note Relight 1: Visions of a God,7.8,202
677638,en,39.153,30-06-2020,We Bare Bears: The Movie,7.8,737
293299,en,10.324,25-10-2014,Feast,7.8,781
59440,en,37.597,09-09-2011,Warrior,7.8,3883
5924,en,22.776,13-12-1973,Papillon,7.8,1574
185789,en,8.981,01-01-1999,Mulholland Dr.,7.8,401
9479,en,90.588,09-10-1993,The Nightmare Before Christmas,7.8,7900
2440,ko,14.805,09-09-2000,Joint Security Area,7.8,506
665,en,29.964,18-11-1959,Ben-Hur,7.8,2221
438631,en,91.603,08-09-2021,Dune,7.8,8022
47931,pt,19.986,08-10-2010,Elite Squad: The Enemy Within,7.8,1528
31011,en,25.447,06-11-2009,Mr. Nobody,7.8,5281
45523,en,6.483,26-01-2010,Louis C.K.: Hilarious,7.8,227
152742,en,15.134,01-01-2013,The Best Offer,7.8,2514
1018,en,24.063,06-06-2001,Mulholland Drive,7.8,5150
597316,en,35.84,23-09-2021,My Little Pony: A New Generation,7.8,244
375794,es,53.319,02-09-2016,No Manches Frida,7.8,680
200727,en,45.462,16-10-2014,"Love, Rosie",7.8,5631
777,fr,10.19,04-06-1937,Grand Illusion,7.8,540
613,de,15.361,16-09-2004,Downfall,7.8,3190
609242,es,37.762,16-01-2020,The Heist of the Century,7.8,653
1162,en,9.566,23-05-1962,The Miracle Worker,7.8,241
5544,fr,12.041,10-06-1959,Hiroshima Mon Amour,7.8,628
89,en,50.227,24-05-1989,Indiana Jones and the Last Crusade,7.8,8481
52629,es,51.91,03-09-2010,El Infierno,7.8,481
24480,en,11.525,28-05-2009,Partly Cloudy,7.8,894
597922,en,82.101,30-09-2022,The Greatest Beer Run Ever,7.8,369
113833,en,11.008,25-05-2014,The Normal Heart,7.8,796
58129,sv,9.488,01-01-1921,The Phantom Carriage,7.8,238
25253,fr,7.752,27-11-1963,Crooks in Clover,7.8,426
585,en,118.609,01-11-2001,"Monsters, Inc.",7.8,16149
113,ko,14.899,19-09-2003,"Spring, Summer, Fall, Winter... and Spring",7.8,871
136,en,16.878,12-02-1932,Freaks,7.8,958
12,en,76.247,30-05-2003,Finding Nemo,7.8,17036
1626,fr,11.233,28-08-1962,Vivre Sa Vie,7.8,511
831223,en,34.867,05-06-2021,Gone Mom: The Disappearance of Jennifer Dulos,7.8,212
6075,en,19.197,10-11-1993,Carlito's Way,7.8,2648
11602,sv,11.522,06-06-1961,Through a Glass Darkly,7.8,394
80,en,15.573,10-02-2004,Before Sunset,7.8,2791
25606,it,8.354,27-03-1975,White Collar Blues,7.8,732
887,en,14.033,25-12-1946,The Best Years of Our Lives,7.8,495
335578,da,13.679,03-12-2015,Land of Mine,7.8,1219
826,en,16.202,11-10-1957,The Bridge on the River Kwai,7.8,1668
674,en,171.856,16-11-2005,Harry Potter and the Goblet of Fire,7.8,17953
770254,en,61.538,03-12-2021,Back to the Outback,7.8,604
21135,it,9.138,12-04-1962,L'Eclisse,7.8,371
303867,en,6.067,22-01-2015,World of Tomorrow,7.8,259
354857,en,17.599,01-09-2015,Regular Show: The Movie,7.8,291
314365,en,20.787,06-11-2015,Spotlight,7.8,7397
10757,hi,15.735,14-12-2001,Kabhi Khushi Kabhie Gham,7.8,449
11953,ja,15.166,26-04-1980,Kagemusha,7.8,512
11049,ja,15.766,28-05-2003,Interstella 5555,7.8,344
968,en,12.922,01-08-1975,Dog Day Afternoon,7.8,2422
263115,en,50.895,28-02-2017,Logan,7.8,17307
22683,en,20.623,07-02-2009,Gifted Hands: The Ben Carson Story,7.8,478
5915,en,20.257,11-09-2007,Into the Wild,7.8,8547
144,de,16.04,17-05-1987,Wings of Desire,7.8,1024
841755,en,45.32,30-08-2021,Mortal Kombat Legends: Battle of the Realms,7.8,308
805,en,15.371,12-06-1968,Rosemary's Baby,7.8,3266
14836,en,107.901,05-02-2009,Coraline,7.8,6219
323272,en,32.749,28-08-2015,War Room,7.8,406
393559,fr,14.731,22-09-2016,My Life as a Zucchini,7.8,1118
10775,cn,15.79,12-12-2002,Infernal Affairs,7.8,1288
656563,pt,14.098,30-04-2020,Rich in Love,7.8,539
506574,en,41.066,02-08-2019,Descendants 3,7.8,1277
15859,ko,15.478,05-11-2004,A Moment to Remember,7.8,249
142,en,23.838,10-09-2005,Brokeback Mountain,7.8,5987
539517,en,21.995,04-10-2018,Constantine: City of Demons - The Movie,7.8,475
762,en,20.547,25-05-1975,Monty Python and the Holy Grail,7.8,4893
419478,en,29.615,22-03-2018,Midnight Sun,7.8,3077
50759,ja,10.762,18-11-1962,An Autumn Afternoon,7.8,212
5991,de,8.66,23-12-1924,The Last Laugh,7.8,242
1280,ko,12.323,15-10-2004,3-Iron,7.8,944
980,en,9.665,04-12-1942,The Ox-Bow Incident,7.8,291
396,en,11.368,22-06-1966,Who's Afraid of Virginia Woolf?,7.8,651
10191,en,60.621,18-03-2010,How to Train Your Dragon,7.8,11345
27064,en,10.564,15-05-1985,Mishima: A Life in Four Chapters,7.8,204
31056,pl,9.924,01-01-1988,A Short Film About Love,7.8,282
11656,sv,10.187,08-02-1960,The Virgin Spring,7.8,486
49046,de,629.791,07-10-2022,All Quiet on the Western Front,7.8,977
29845,en,8.332,19-09-1974,A Woman Under the Influence,7.8,357
5961,sv,12.232,17-12-1982,Fanny and Alexander,7.8,623
49797,ko,18.639,12-08-2010,I Saw the Devil,7.8,1996
107,en,27.337,01-09-2000,Snatch,7.8,7692
502,en,10.25,07-10-1964,Fail Safe,7.8,295
10193,en,70.251,16-06-2010,Toy Story 3,7.8,12980
553,en,13.212,19-05-2003,Dogville,7.8,2035
352173,hi,13.389,30-07-2015,Drishyam,7.8,290
614917,en,34.937,18-11-2021,King Richard,7.8,1716
262,en,15.242,18-12-1982,The King of Comedy,7.8,1810
602063,ja,36.063,23-04-2021,Rurouni Kenshin: The Final,7.8,355
530254,ko,22.087,27-06-2018,The Witch: Part 1. The Subversion,7.8,338
40662,en,24.23,27-07-2010,Batman: Under the Red Hood,7.8,1343
2062,en,93.669,28-06-2007,Ratatouille,7.8,14586
141,en,27.657,24-10-2001,Donnie Darko,7.8,10824
13042,en,9.292,27-06-2008,Presto,7.8,851
843241,ja,143.321,02-07-2021,The Seven Deadly Sins: Cursed by Light,7.8,411
149870,ja,28.276,20-07-2013,The Wind Rises,7.8,2387
423612,de,15.801,03-10-2018,Never Look Away,7.8,562
696,en,9.432,25-04-1979,Manhattan,7.8,2006
20126,it,12.978,07-03-1975,Deep Red,7.8,1192
303,en,12.157,21-08-1946,Notorious,7.8,1272
29458,it,6.245,01-09-2000,One Hundred Steps,7.8,574
4977,ja,20.514,01-10-2006,Paprika,7.8,1803
277216,en,30.668,11-08-2015,Straight Outta Compton,7.8,3341
52345,pt,1.192,22-08-2003,Lisbela and the Prisoner,7.8,346
126319,fr,13.363,12-12-2012,Ernest & Celestine,7.8,494
14069,ja,22.792,15-07-2006,The Girl Who Leapt Through Time,7.8,1688
11697,en,14.446,15-04-1962,The Man Who Shot Liberty Valance,7.8,886
11621,ja,24.701,18-07-1992,Porco Rosso,7.8,2677
10227,fr,8.833,16-12-1967,PlayTime,7.8,433
1908,en,9.279,07-07-1960,Inherit the Wind,7.8,329
336804,tr,9.517,17-06-2015,Mustang,7.8,1223
5000,fr,10.804,09-05-1952,Forbidden Games,7.8,246
2118,en,20.761,19-09-1997,L.A. Confidential,7.8,4100
22,en,73.093,09-07-2003,Pirates of the Caribbean: The Curse of the Black Pearl,7.8,18127
428493,en,13.041,01-09-2017,God's Own Country,7.8,756
337960,en,11.487,27-08-2015,Holding the Man,7.8,416
14282,ja,21.066,05-06-1993,Ninja Scroll,7.8,472
1607,en,26.723,14-09-1993,A Bronx Tale,7.8,1774
498249,fr,9.64,21-11-2018,Bad Seeds,7.8,502
486589,en,48.834,25-07-2019,Red Shoes and the Seven Dwarfs,7.8,895
1366,en,35.792,21-11-1976,Rocky,7.8,6438
17483,en,12.826,16-06-2007,Shelter,7.8,430
13855,ko,17.12,14-02-2008,The Chaser,7.8,1038
169813,en,13.096,23-08-2013,Short Term 12,7.8,1107
49687,it,9.627,18-12-1964,Marriage Italian Style,7.8,414
703,en,14.401,19-04-1977,Annie Hall,7.8,3327
84892,en,27.346,20-09-2012,The Perks of Being a Wallflower,7.8,9294
12444,en,132.38,06-10-2010,Harry Potter and the Deathly Hallows: Part 1,7.8,16645
10315,en,23,23-10-2009,Fantastic Mr. Fox,7.8,4321
925,en,13.245,14-06-1989,Do the Right Thing,7.8,1407
357786,ja,15.411,08-01-2016,Kizumonogatari Part 1: Tekketsu,7.8,220
1480,en,17.297,30-03-1958,Touch of Evil,7.8,1170
554590,es,17.235,30-08-2019,Tod@s Caen,7.8,443
49026,en,55.662,16-07-2012,The Dark Knight Rises,7.8,20194
27670,it,7.96,20-12-1984,Nothing Left to Do but Cry,7.8,970
16237,en,20.914,15-09-2006,Teen Titans: Trouble in Tokyo,7.8,292
143,en,17.977,29-04-1930,All Quiet on the Western Front,7.8,598
27040,en,10.095,01-01-1943,Meshes of the Afternoon,7.8,294
614934,en,71.794,22-06-2022,Elvis,7.8,1848
16052,en,20.498,21-03-1997,Selena,7.8,1054
873,en,13.958,18-12-1985,The Color Purple,7.8,1399
709629,es,12.904,12-03-2021,War of Likes,7.8,230
446159,pt,10.762,29-08-2019,Bacurau,7.8,898
166428,en,66.935,03-01-2019,How to Train Your Dragon: The Hidden World,7.8,5376
579974,te,178.078,24-03-2022,RRR,7.8,520
9421,fr,9.023,15-04-1998,The Dinner Game,7.8,1604
587,en,17.078,25-12-2003,Big Fish,7.8,6356
2108,en,19.321,15-02-1985,The Breakfast Club,7.8,7029
117,en,23.147,03-06-1987,The Untouchables,7.8,4804
963,en,14.354,18-10-1941,The Maltese Falcon,7.8,1329
730840,en,48.466,21-07-2021,Trollhunters: Rise of the Titans,7.8,263
583083,en,32.606,24-07-2020,The Kissing Booth 2,7.8,4634
851,en,9.19,24-11-1945,Brief Encounter,7.8,466
508439,en,36.675,29-02-2020,Onward,7.8,5267
479718,ko,31.027,03-10-2017,The Outlaws,7.8,224
317182,en,5.759,25-12-2014,Doctor Who: Last Christmas,7.8,211
61979,es,67.244,03-12-2010,Three Steps Above Heaven,7.8,2597
32916,en,13.496,16-02-2010,Scooby-Doo! Abracadabra-Doo,7.8,201
28162,en,10.772,15-12-1946,A Matter of Life and Death,7.8,293
583,en,13.31,17-08-1979,Life of Brian,7.8,3677
899405,es,23.014,10-12-2021,Anonymously Yours,7.8,308
396535,ko,53.446,20-07-2016,Train to Busan,7.8,6050
713776,en,8.562,08-08-2020,If Anything Happens I Love You,7.8,713
616584,en,6.846,05-09-2019,K-12,7.8,222
393729,fr,7.081,31-08-2016,Divines,7.8,590
86837,fr,11.441,20-09-2012,Amour,7.8,1375
11005,en,19.085,04-12-1990,Awakenings,7.8,2039
492188,en,25.566,28-09-2019,Marriage Story,7.8,6014
380,en,18.024,11-12-1988,Rain Man,7.8,5354
582927,es,20.688,21-10-2019,I'm No Longer Here,7.8,385
435366,ko,16.352,09-02-2017,Fabricated City,7.8,266
81401,hu,10.564,15-02-2011,The Turin Horse,7.8,283
123025,en,23.086,21-08-2012,"Batman: The Dark Knight Returns, Part 1",7.8,1306
12496,ja,12.999,02-11-2002,The Twilight Samurai,7.8,243
562,en,43.009,15-07-1988,Die Hard,7.8,9485
18079,es,8.67,31-08-2000,Nine Queens,7.8,565
1700,en,28.687,30-11-1990,Misery,7.8,3859
903,en,15.005,22-06-1967,Cool Hand Luke,7.8,1134
234200,en,12.443,12-09-2014,Pride,7.8,1147
203217,pt,7.141,21-06-2013,My Mom is a Character,7.8,581
1417,es,38.373,10-10-2006,Pan's Labyrinth,7.8,9305
792,en,27.896,19-12-1986,Platoon,7.8,3754
13002,en,32.553,19-09-2006,Barbie in The 12 Dancing Princesses,7.7,903
537116,en,25.094,11-11-2021,"tick, tick... BOOM!",7.7,1591
22504,fr,7.297,19-03-1980,The King and the Mockingbird,7.7,307
10229,en,31.115,25-01-2002,A Walk to Remember,7.7,3609
3114,en,15.955,07-05-1956,The Searchers,7.7,1115
15916,ja,15.422,22-12-1985,Angel's Egg,7.7,296
525,en,16.325,16-06-1980,The Blues Brothers,7.7,3551
4495,es,8.271,08-10-1973,The Spirit of the Beehive,7.7,268
165,en,40.674,22-11-1989,Back to the Future Part II,7.7,11051
829280,en,708.813,04-11-2022,Enola Holmes 2,7.7,1204
502033,en,16.603,20-11-2020,Sound of Metal,7.7,1969
269149,en,90.823,11-02-2016,Zootopia,7.7,14417
177572,en,95.085,24-10-2014,Big Hero 6,7.7,14047
28145,en,9.923,10-12-1969,"They Shoot Horses, Don't They?",7.7,243
14756,cn,15.152,12-12-2008,Ip Man,7.7,3188
9475,en,20,23-12-1992,Scent of a Woman,7.7,2698
359784,en,10.741,16-06-2016,Maudie,7.7,361
322,en,34.969,01-01-2003,Mystic River,7.7,5499
382591,fr,15.984,07-12-2016,Two Is a Family,7.7,2749
573699,zh,28.664,11-01-2019,White Snake,7.7,359
556984,en,14.484,25-09-2020,The Trial of the Chicago 7,7.7,2520
374473,en,12.168,21-10-2016,"I, Daniel Blake",7.7,1186
40619,en,8.523,17-06-2010,Day & Night,7.7,772
33602,en,10.747,06-02-2010,Temple Grandin,7.7,331
282758,en,9.722,25-12-2006,Doctor Who: The Runaway Bride,7.7,201
404,en,12.133,15-10-1999,The Straight Story,7.7,1230
24160,it,5.675,22-12-1982,My Friends Act II,7.7,300
273248,en,26.258,25-12-2015,The Hateful Eight,7.7,12527
72660,pt,4.727,18-07-2010,I Don't Want to Go Back Alone,7.7,209
45269,en,15.172,26-11-2010,The King's Speech,7.7,7697
12491,it,8.186,25-09-1961,Accattone,7.7,392
581577,de,16.697,17-04-2020,Persian Lessons,7.7,271
451945,fr,10.831,23-08-2017,BPM (Beats per Minute),7.7,1213
336,it,11.961,20-10-1971,"Duck, You Sucker",7.7,861
12405,en,26.687,12-11-2008,Slumdog Millionaire,7.7,9350
10020,en,72.697,22-10-1991,Beauty and the Beast,7.7,8723
6844,en,36.425,05-10-1956,The Ten Commandments,7.7,1204
990,en,10.368,25-09-1961,The Hustler,7.7,774
632,en,9.624,29-05-1953,Stalag 17,7.7,471
216,de,12.077,05-06-1974,Ali: Fear Eats the Soul,7.7,304
14811,en,15.035,03-11-1971,Fiddler on the Roof,7.7,440
810171,en,41.949,11-05-2022,The Valet,7.7,395
499,fr,8.743,11-04-1962,Cléo from 5 to 7,7.7,489
413594,ja,40.561,18-02-2017,Sword Art Online: The Movie – Ordinal Scale,7.7,557
309,da,11.798,19-06-1998,The Celebration,7.7,802
9800,en,22.103,22-12-1993,Philadelphia,7.7,3637
672,en,174.996,13-11-2002,Harry Potter and the Chamber of Secrets,7.7,18975
30018,ko,16.97,28-05-2009,Mother,7.7,1151
12429,ja,51.392,19-07-2008,Ponyo,7.7,3431
334,en,19.026,10-12-1999,Magnolia,7.7,2956
399566,en,101.981,24-03-2021,Godzilla vs. Kong,7.7,8382
9552,en,44.392,26-12-1973,The Exorcist,7.7,6678
653,de,17.92,16-02-1922,Nosferatu,7.7,1574
531,en,17.454,17-12-1993,The Wrong Trousers,7.7,784
575452,it,12.419,23-05-2019,The Traitor,7.7,1157
48831,fr,7.116,04-06-1969,My Night at Maud's,7.7,223
30959,ja,36.334,29-12-1964,Kwaidan,7.7,287
672322,ja,58.64,04-06-2021,Rurouni Kenshin: The Beginning,7.7,320
581528,ko,98.171,15-05-2019,"The Gangster, the Cop, the Devil",7.7,642
508933,en,10.677,13-03-2018,Ricky Gervais: Humanity,7.7,363
221732,ja,19.289,13-09-2014,Rurouni Kenshin Part III: The Legend Ends,7.7,382
13929,en,10.288,24-11-1997,Geri's Game,7.7,973
11220,cn,18.125,06-09-1995,Fallen Angels,7.7,711
367735,en,6.003,13-11-2015,John Mulaney: The Comeback Kid,7.7,204
860159,en,44.322,29-04-2022,Crush,7.7,288
587272,es,42.113,02-08-2019,Father There Is Only One,7.7,593
5528,fr,16.49,17-03-2004,The Chorus,7.7,2060
527776,en,47.654,22-08-2019,Overcomer,7.7,208
629542,en,141.981,17-03-2022,The Bad Guys,7.7,1182
20139,en,8.689,19-12-1961,The Children's Hour,7.7,271
15121,en,20.561,29-03-1965,The Sound of Music,7.7,2749
205,en,22.137,04-03-2004,Hotel Rwanda,7.7,2411
162,en,36.366,05-12-1990,Edward Scissorhands,7.7,11353
25050,ja,11.866,28-06-2008,Still Walking,7.7,275
137182,nl,7.183,09-10-2012,The Broken Circle Breakdown,7.7,921
414906,en,247.427,01-03-2022,The Batman,7.7,6853
24428,en,118.906,25-04-2012,The Avengers,7.7,27824
3763,ja,15.537,21-11-1964,Onibaba,7.7,287
20123,sh,10.971,21-12-1988,Time of the Gypsies,7.7,287
845,en,15.042,27-06-1951,Strangers on a Train,7.7,1307
11902,sr,11.273,11-04-1995,Underground,7.7,520
4808,en,14.303,05-12-1963,Charade,7.7,1102
580175,da,19.535,24-09-2020,Another Round,7.7,2253
96721,en,23.894,02-09-2013,Rush,7.7,6160
808,en,117.383,18-05-2001,Shrek,7.7,14516
453191,fr,12.912,21-06-2017,The Big Bad Fox and Other Tales,7.7,234
995,en,14.396,03-03-1939,Stagecoach,7.7,887
767,en,172.622,07-07-2009,Harry Potter and the Half-Blood Prince,7.7,16826
444705,en,6.624,21-03-2017,Dave Chappelle: The Age of Spin,7.7,203
11787,en,9.178,04-12-1950,Harvey,7.7,495
1040,it,8.797,28-03-1963,The Leopard,7.7,633
261,en,11.279,29-08-1958,Cat on a Hot Tin Roof,7.7,622
15265,fr,8.109,24-08-1956,The Red Balloon,7.7,312
11972,it,8.768,28-03-1952,Don Camillo,7.7,239
637649,en,83.308,22-04-2021,Wrath of Man,7.7,4063
297222,hi,12.394,18-12-2014,PK,7.7,787
